A
B,,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8-D02in,ASAM8-D02in,ASAM8-D04in,ASAM8-D04in,ASAM8-D08in,ASAM8-D08in,ASAM8-D20in,ASAM8-D20in,ASAM8-D40in,ASAM8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
9,19Apr2024 1040,61.7,,263.4,0,0,23.67,-0.589,,,,,,,,,,,
10,19Apr2024 1045,60.99,,263.1,0,0,22.111,-0.556,,,,,,,,,,,
11,19Apr2024 1050,61.26,,263.3,0,0,21.874,-0.639,,,,,,,,,,,
12,19Apr2024 1055,60.97,,266.6,0,0,23.13,-0.622,,,,,,,,,,,
13,19Apr2024 1100,60.93,,266.2,0,0,22.111,-0.661,28,5.9,29.5,6.722,29.3,7.478,27.8,7.561,11.7,6.1,
14,19Apr2024 1105,61.22,,265.2,0,0,22.723,-0.733,,,,,,,,,,,
15,19Apr2024 1110,61.26,,263,0,0,23.206,-0.8,,,,,,,,,,,
16,19Apr2024 1115,61.97,,268.8,0,0,22.612,-0.867,,,,,,,,,,,
17,19Apr2024 1120,63.22,,273.6,0,0,24.689,-1.028,,,,,,,,,,,
18,19Apr2024 1125,64.28,,271,0,0,23.483,-1.156,,,,,,,,,,,
19,19Apr2024 1130,64.49,,270.2,0,0,24.037,-1.2,,,,,,,,,,,
20,19Apr2024 1135,64.14,,272.8,0,0,27.594,-1.139,,,,,,,,,,,
21,19Apr2024 1140,63.96,,275.6,0,0,29.336,-1.094,,,,,,,,,,,
22,19Apr2024 1145,63.59,,280.5,10.15,0,27.5,-1.033,,,,,,,,,,,
23,19Apr2024 1150,64.37,,281.3,19.68,0,25.225,-1.122,,,,,,,,,,,
24,19Apr2024 1155,64.67,,276.3,33.23,0,25.945,-1.2,,,,,,,,,,,
25,19Apr2024 1200,65.2,,274.3,42.03,0,26.114,-1.222,27.9,5.7,29.6,6.539,29.3,7.3,27.9,7.561,11.7,6.1,
26,19Apr2024 1205,65.32,,276.8,56.11,0,29.167,-1.206,,,,,,,,,,,
27,19Apr2024 1210,64.66,,277.3,68.79,0,29.448,-1.072,,,,,,,,,,,
28,19Apr2024 1215,64.5,,275.8,79.38,0,30.892,-1.033,,,,,,,,,,,
29,19Apr2024 1220,64.33,,276.3,94.1,0,30.892,-0.961,,,,,,,,,,,
30,19Apr2024 1225,64.13,,275.5,107,0,30.056,-0.9,,,,,,,,,,,
31,19Apr2024 1230,63.86,,276.2,120.4,0,30.632,-0.833,,,,,,,,,,,
32,19Apr2024 1235,64.25,,272.7,134.3,0,28.26,-0.794,,,,,,,,,,,
33,19Apr2024 1240,64.76,,273.5,148.2,0,27.169,-0.728,,,,,,,,,,,
34,19Apr2024 1245,64.22,,277.1,161.4,0,31.075,-0.633,,,,,,,,,,,
35,19Apr2024 1250,64.18,,278.3,174.3,0,31.097,-0.544,,,,,,,,,,,
36,19Apr2024 1255,64.22,,283.6,189.4,0,27.652,-0.383,,,,,,,,,,,
37,19Apr2024 1300,62.6,0,281.8,203.4,0,31.097,-0.139,27.7,5.5,29.6,6.339,29.3,7.178,27.8,7.5,11.7,6.1,
38,19Apr2024 1305,61.74,,279,217.4,0,31.169,0.072,,,,,,,,,,,
39,19Apr2024 1310,60.6,,278.5,231.5,0,35.057,0.217,,,,,,,,,,,
40,19Apr2024 1315,59.3,,281.8,246.4,0,39.431,0.283,,,,,,,,,,,
41,19Apr2024 1320,59.05,,282.4,260.8,0,40.356,0.361,,,,,,,,,,,
42,19Apr2024 1325,59.34,,286.3,274.6,0,40.817,0.339,,,,,,,,,,,
43,19Apr2024 1330,59.14,,290.2,289.4,0,46.876,0.361,,,,,,,,,,,
44,19Apr2024 1335,59.52,,287.7,306.8,0,41.688,0.444,,,,,,,,,,,
45,19Apr2024 1340,59.78,,287.1,320.5,0,39.096,0.556,,,,,,,,,,,
46,19Apr2024 1345,60.4,,290.6,338.2,0,39.928,0.711,,,,,,,,,,,
47,19Apr2024 1350,61.12,,288.2,357.7,0,42.113,0.506,,,,,,,,,,,
48,19Apr2024 1355,61.81,,288.5,370.6,0,38.632,0.656,,,,,,,,,,,
49,19Apr2024 1400,61.02,,290.9,327.6,0,44.503,0.517,27.6,5.361,29.7,6.122,29.3,7.022,27.8,7.5,11.7,6.1,
50,19Apr2024 1405,60.41,,289.8,415.9,0,43.672,0.633,,,,,,,,,,,
51,19Apr2024 1410,59.32,,291.1,324.9,0,47.873,0.711,,,,,,,,,,,
52,19Apr2024 1415,58.9,,290.3,432.7,0,48.413,0.583,,,,,,,,,,,
53,19Apr2024 1420,58.49,,291.4,478.6,0,47.095,0.861,,,,,,,,,,,
54,19Apr2024 1425,59.12,,292.1,291.7,0,43.632,0.717,,,,,,,,,,,
55,19Apr2024 1430,57.92,,289.3,328.7,0,43.243,0.767,,,,,,,,,,,
56,19Apr2024 1435,55.74,,286.6,486,0,44.467,1,,,,,,,,,,,
57,19Apr2024 1440,53.47,,291.5,559.7,0,48.708,1.228,,,,,,,,,,,
58,19Apr2024 1445,52.53,,291.9,479.3,0,51.116,1.067,,,,,,,,,,,
59,19Apr2024 1450,52.12,,286.1,372.1,0,48.931,0.878,,,,,,,,,,,
60,19Apr2024 1455,51.93,,290.5,505.8,0,48.283,1.333,,,,,,,,,,,
61,19Apr2024 1500,51.69,,290.9,322.1,0,51.523,0.983,27.5,5.461,29.6,6.022,29.3,6.9,27.8,7.478,11.7,6.1,
62,19Apr2024 1505,52.53,,293.9,665.2,0,43.484,1.456,,,,,,,,,,,
63,19Apr2024 1510,52.56,,285.3,328.4,0,46.004,1.206,,,,,,,,,,,
64,19Apr2024 1515,54.5,,288.5,307.5,0,47.189,0.989,,,,,,,,,,,
65,19Apr2024 1520,52.96,,291.7,267,0,47.801,0.806,,,,,,,,,,,
66,19Apr2024 1525,50.43,,285.1,263.1,0,46.836,0.767,,,,,,,,,,,
67,19Apr2024 1530,50.13,,278.2,831,0,43.243,1.522,,,,,,,,,,,
68,19Apr2024 1535,50.11,,281.5,458,0,46.04,1.633,,,,,,,,,,,
69,19Apr2024 1540,52,,290.4,340.5,0,47.264,1.15,,,,,,,,,,,
70,19Apr2024 1545,50.75,,283.4,381.8,0,48.744,1.272,,,,,,,,,,,
71,19Apr2024 1550,50.94,,281,345.2,0,47.225,1.1,,,,,,,,,,,
72,19Apr2024 1555,51.92,,276.3,329.1,0,42.448,1.122,,,,,,,,,,,
73,19Apr2024 1600,50.51,,274.8,451.2,0,46.152,1.189,27.8,5.661,29.6,6,29.3,6.8,27.8,7.5,11.7,6.139,

A
B,,GOTS2,GOTS2,GOTS2,GOTS2,GOTS2,GOTS2,GOTS2,GOTS2-D02in,GOTS2-D02in,GOTS2-D04in,GOTS2-D04in,GOTS2-D08in,GOTS2-D08in,GOTS2-D20in,GOTS2-D20in,GOTS2-D40in,GOTS2-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,81.8,2.032,265.2,0,0,19.336,-2.722,29.4,3.239,30.9,3.522,32.4,3.939,33.8,3.717,,,
2,19Apr2024 1005,82.2,,267,0,0,17.964,-2.8,,,,,,,,,,,
3,19Apr2024 1010,81.6,,268.8,0,0,17.41,-2.8,,,,,,,,,,,
4,19Apr2024 1015,81.5,,275.2,0,0,15.574,-2.889,,,,,,,,,,,
5,19Apr2024 1020,81.9,,267,0,0,15.185,-2.978,,,,,,,,,,,
6,19Apr2024 1025,82.9,,263.6,0,0,15.185,-3.172,,,,,,,,,,,
7,19Apr2024 1030,85.3,,260.8,0,0,13.594,-3.522,,,,,,,,,,,
8,19Apr2024 1035,86.7,,258.7,0,0,11.945,-3.883,,,,,,,,,,,
9,19Apr2024 1040,87.8,,259.6,0,0,12.74,-4.189,,,,,,,,,,,
10,19Apr2024 1045,87.9,,256.7,0,0,14.26,-4.183,,,,,,,,,,,
11,19Apr2024 1050,87.4,,256.3,0,0,15.055,-4.1,,,,,,,,,,,
12,19Apr2024 1055,86.7,,258.5,0,0,16.096,-4.039,,,,,,,,,,,
13,19Apr2024 1100,84.7,3.048,263.7,0,0,17.5,-3.633,29.4,3.183,30.9,3.5,32.4,3.9,33.8,3.722,,,
14,19Apr2024 1105,80.1,,268.9,0,0,20.167,-3.206,,,,,,,,,,,
15,19Apr2024 1110,77.79,,270.8,0,0,20.632,-3.028,,,,,,,,,,,
16,19Apr2024 1115,76.38,,272.9,0,0,21.503,-3.028,,,,,,,,,,,
17,19Apr2024 1120,75.49,,276.4,0,0,22.54,-3.033,,,,,,,,,,,
18,19Apr2024 1125,75.5,,269.1,0,0,22.133,-3.078,,,,,,,,,,,
19,19Apr2024 1130,77.05,,266.3,0,0,24.408,-3.228,,,,,,,,,,,
20,19Apr2024 1135,75.29,,269.8,0,0,24.908,-3.2,,,,,,,,,,,
21,19Apr2024 1140,73.87,,273.9,0.24,0,23.724,-3.2,,,,,,,,,,,
22,19Apr2024 1145,73.84,,275.3,2.6,0,22.594,-3.294,,,,,,,,,,,
23,19Apr2024 1150,73.18,,275.5,7.26,0,23.558,-3.272,,,,,,,,,,,
24,19Apr2024 1155,72.31,,273.4,31.26,0,22.093,-3.244,,,,,,,,,,,
25,19Apr2024 1200,73.86,2.032,270.9,47.18,0,20.038,-3.367,29.4,3.022,30.9,3.422,32.4,3.9,33.8,3.722,,,
26,19Apr2024 1205,74.2,,273.6,49.15,0,21.038,-3.4,,,,,,,,,,,
27,19Apr2024 1210,73.41,,275.6,62.8,0,20.556,-3.4,,,,,,,,,,,
28,19Apr2024 1215,72.96,,274.2,85.1,0,20.743,-3.4,,,,,,,,,,,
29,19Apr2024 1220,72.44,,274.3,97.9,0,22.021,-3.3,,,,,,,,,,,
30,19Apr2024 1225,72.13,,272.6,112.2,0,21.409,-3.278,,,,,,,,,,,
31,19Apr2024 1230,70.94,,274.1,135.6,0,23.112,-3.15,,,,,,,,,,,
32,19Apr2024 1235,70.31,,274.7,157.1,0,25.114,-3.056,,,,,,,,,,,
33,19Apr2024 1240,69.42,,273.5,117.5,0,26.687,-3,,,,,,,,,,,
34,19Apr2024 1245,69.74,,272.1,63.01,0,27.205,-3,,,,,,,,,,,
35,19Apr2024 1250,70.21,,271.4,63.62,0,24.667,-3,,,,,,,,,,,
36,19Apr2024 1255,71.57,,267.5,71.12,0,23.76,-3.061,,,,,,,,,,,
37,19Apr2024 1300,71.71,2.032,267.8,74.13,0,24.167,-3.006,29.4,2.978,30.8,3.4,32.2,3.9,33.8,3.7,,,
38,19Apr2024 1305,72.2,,263.5,80.7,0,27.763,-2.956,,,,,,,,,,,
39,19Apr2024 1310,72.22,,263.7,81.4,0,27.965,-2.9,,,,,,,,,,,
40,19Apr2024 1315,71.27,,265.2,77.57,0,29.059,-2.872,,,,,,,,,,,
41,19Apr2024 1320,70.41,,269.1,76.01,0,27.799,-2.8,,,,,,,,,,,
42,19Apr2024 1325,69.65,,270.3,75.5,0,28.354,-2.717,,,,,,,,,,,
43,19Apr2024 1330,68.95,,275.3,71.41,0,27.223,-2.628,,,,,,,,,,,
44,19Apr2024 1335,67.83,,275,92,0,29.189,-2.561,,,,,,,,,,,
45,19Apr2024 1340,66.72,,276.8,92.2,0,31.615,-2.5,,,,,,,,,,,
46,19Apr2024 1345,67.21,,275.8,110.4,0,29.56,-2.45,,,,,,,,,,,
47,19Apr2024 1350,66.08,,276.6,114.1,0,31.169,-2.4,,,,,,,,,,,
48,19Apr2024 1355,67.41,,275.6,158.4,0,26.503,-2.233,,,,,,,,,,,
49,19Apr2024 1400,66.21,8.89,269,160.8,0,29.56,-2.1,29.3,2.9,30.8,3.3,32.3,3.822,33.8,3.7,,,
50,19Apr2024 1405,66.18,,273.7,132,0,29.448,-2.1,,,,,,,,,,,
51,19Apr2024 1410,67.12,,272.5,147,0,26.964,-2,,,,,,,,,,,
52,19Apr2024 1415,66.28,,276.6,141.7,0,32.04,-1.994,,,,,,,,,,,
53,19Apr2024 1420,66.87,,278.2,131.2,0,31.28,-1.939,,,,,,,,,,,
54,19Apr2024 1425,66.86,,276.4,129.5,0,30.244,-1.95,,,,,,,,,,,
55,19Apr2024 1430,67,,272.3,139.2,0,34.207,-1.967,,,,,,,,,,,
56,19Apr2024 1435,67.65,,274.4,133,0,34.52,-1.906,,,,,,,,,,,
57,19Apr2024 1440,67.86,,271.9,156.3,0,32.947,-1.867,,,,,,,,,,,
58,19Apr2024 1445,67.69,,275.6,140.2,0,30.485,-1.794,,,,,,,,,,,
59,19Apr2024 1450,67.73,,276.3,111.6,0,30.632,-1.756,,,,,,,,,,,
60,19Apr2024 1455,68.47,,289.4,85,0,32.393,-1.839,,,,,,,,,,,
61,19Apr2024 1500,70.81,14.986,299.3,83.2,0,35.096,-2.306,29.4,2.8,30.8,3.278,32.1,3.822,33.8,3.7,,,
62,19Apr2024 1505,68.18,,290.6,126.8,0,34.409,-2.317,,,,,,,,,,,
63,19Apr2024 1510,66.13,,285.6,158.1,0,30.391,-2.089,,,,,,,,,,,
64,19Apr2024 1515,65.34,,282,198.2,0,32.112,-1.922,,,,,,,,,,,
65,19Apr2024 1520,62.24,,291.6,263.4,0,34.78,-1.694,,,,,,,,,,,
66,19Apr2024 1525,58.63,,293.5,320.1,0,35.132,-1.283,,,,,,,,,,,
67,19Apr2024 1530,54.38,,293,289.2,0,39.744,-1.344,,,,,,,,,,,
68,19Apr2024 1535,54.18,,292.4,624.9,0,38.743,-0.972,,,,,,,,,,,
69,19Apr2024 1540,53.3,,298.8,551,0,45.929,-0.55,,,,,,,,,,,
70,19Apr2024 1545,52.98,,300.3,476,0,44.597,-0.828,,,,,,,,,,,
71,19Apr2024 1550,52.62,,299.3,689.9,0,40.892,-0.472,,,,,,,,,,,
72,19Apr2024 1555,52.86,,301.1,442.2,0,38.52,-0.483,,,,,,,,,,,
73,19Apr2024 1600,52.85,9.906,299.4,369.8,0,41.8,-0.667,29.3,2.7,30.8,3.2,32.1,3.8,33.8,3.7,,,

A
B,,HAMS2,HAMS2,HAMS2,HAMS2,HAMS2,HAMS2,HAMS2,HAMS2-D02in,HAMS2-D02in,HAMS2-D04in,HAMS2-D04in,HAMS2-D08in,HAMS2-D08in,HAMS2-D20in,HAMS2-D20in,HAMS2-D40in,HAMS2-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,67.96,,276.4,0,0,16.355,-2.567,31.9,4.339,,,,,,,24.3,6.683,
2,19Apr2024 1005,69.19,,272.5,0,0,17.262,-2.656,,,,,,,,,,,
3,19Apr2024 1010,67.67,,275.4,0,0,19.559,-2.483,,,,,,,,,,,
4,19Apr2024 1015,66.58,,275.1,0,0,20.574,-2.233,,,,,,,,,,,
5,19Apr2024 1020,65.64,,275.3,0,0,21.427,-2.122,,,,,,,,,,,
6,19Apr2024 1025,65.25,,275.4,0,0,21.575,-2.056,,,,,,,,,,,
7,19Apr2024 1030,65.8,,273,0,0,21.373,-2.056,,,,,,,,,,,
8,19Apr2024 1035,67.17,,269.6,0,0,20.02,-2.283,,,,,,,,,,,
9,19Apr2024 1040,67.63,,268.5,0,0,20.502,-2.389,,,,,,,,,,,
10,19Apr2024 1045,67.72,,272.3,0,0,20.167,-2.317,,,,,,,,,,,
11,19Apr2024 1050,67.76,,269.3,0,0,20.833,-2.35,,,,,,,,,,,
12,19Apr2024 1055,67.97,,265.9,0,0,19.836,-2.467,,,,,,,,,,,
13,19Apr2024 1100,67.7,,268.3,0,0,22.057,-2.472,31.8,4.2,,,,,,,24.3,6.683,
14,19Apr2024 1105,67.22,,273.5,0,0,22.576,-2.322,,,,,,,,,,,
15,19Apr2024 1110,67.18,,275.5,0,0,21.632,-2.261,,,,,,,,,,,
16,19Apr2024 1115,66.2,,282.2,0,0,22.5,-2.222,,,,,,,,,,,
17,19Apr2024 1120,65.7,,285.9,0,0,24.077,-2.144,,,,,,,,,,,
18,19Apr2024 1125,66.22,,290.5,0,0,21.704,-2.206,,,,,,,,,,,
19,19Apr2024 1130,67.74,,288.6,0,0,18.299,-2.439,,,,,,,,,,,
20,19Apr2024 1135,68.25,,285.3,0,0,17.464,-2.544,,,,,,,,,,,
21,19Apr2024 1140,69.27,,280.9,0,0,16.297,-2.694,,,,,,,,,,,
22,19Apr2024 1145,69.35,,284.2,0,0,17.24,-2.761,,,,,,,,,,,
23,19Apr2024 1150,69.18,,290,0,0,17.222,-2.744,,,,,,,,,,,
24,19Apr2024 1155,69.29,,292.8,0,0,15.224,-2.8,,,,,,,,,,,
25,19Apr2024 1200,70.44,,284.9,1.5,0,13.039,-2.944,31.6,4,37.8,5.5,,,43,7.5,24.4,6.717,
26,19Apr2024 1205,71.34,,284.4,11.35,0,11.225,-3.056,,,,,,,,,,,
27,19Apr2024 1210,72.2,,278.1,26.3,0,8.575,-3.183,,,,,,,,,,,
28,19Apr2024 1215,73.39,,262.6,41.05,0,10.631,-3.356,,,,,,,,,,,
29,19Apr2024 1220,73.03,,265.4,54.61,0,10.465,-3.356,,,,,,,,,,,
30,19Apr2024 1225,73.48,,264.5,68.42,0,9.464,-3.3,,,,,,,,,,,
31,19Apr2024 1230,73.56,,265.8,82,0,9.353,-3.194,,,,,,,,,,,
32,19Apr2024 1235,74.37,,270.8,96.3,0,7.538,-3.056,,,,,,,,,,,
33,19Apr2024 1240,72.58,,275.6,106.9,0,11.354,-2.644,,,,,,,,,,,
34,19Apr2024 1245,69.1,,280.5,122.3,0,15.336,-2.1,,,,,,,,,,,
35,19Apr2024 1250,68.09,,283.3,135.7,0,16.096,-1.856,,,,,,,,,,,
36,19Apr2024 1255,67.49,,288.4,150.9,0,16.762,-1.694,,,,,,,,,,,
37,19Apr2024 1300,65.85,,293.8,165,0,19.278,-1.456,31.5,3.817,37.7,5.322,,,43,7.5,24.3,6.7,
38,19Apr2024 1305,64.77,,292.7,179.4,0,20.743,-1.217,,,,,,,,,,,
39,19Apr2024 1310,62.46,,295.6,194.7,0,26.316,-0.917,,,,,,,,,,,
40,19Apr2024 1315,61.38,,298,209.6,0,28.948,-0.744,,,,,,,,,,,
41,19Apr2024 1320,61.4,,300.5,223.8,0,25.427,-0.633,,,,,,,,,,,
42,19Apr2024 1325,60.48,,298.8,239.4,0,30.02,-0.483,,,,,,,,,,,
43,19Apr2024 1330,59.04,,300.7,254.5,0,36.04,-0.428,,,,,,,,,,,
44,19Apr2024 1335,59.17,,302.4,269.6,0,30.704,-0.333,,,,,,,,,,,
45,19Apr2024 1340,58.95,,300.2,285.6,0,27.299,-0.144,,,,,,,,,,,
46,19Apr2024 1345,57.37,,298.6,301,0,33.041,-0.072,,,,,,,,,,,
47,19Apr2024 1350,57.18,,303.3,315.9,0,33.3,0.133,,,,,,,,,,,
48,19Apr2024 1355,56.74,,303.1,332.4,0,35.597,0.144,,,,,,,,,,,
49,19Apr2024 1400,56.95,,301.9,346.8,0,32.576,0.306,31.6,3.7,37.5,5.222,,,43,7.522,24.4,6.678,
50,19Apr2024 1405,55.75,,304.3,363.8,0,36.356,0.467,,,,,,,,,,,
51,19Apr2024 1410,55.2,,301.9,380,0,37.948,0.517,,,,,,,,,,,
52,19Apr2024 1415,54.97,,306,398,0,39.02,0.644,,,,,,,,,,,
53,19Apr2024 1420,54.18,,300.4,414.5,0,39.967,0.822,,,,,,,,,,,
54,19Apr2024 1425,54.08,,297.7,452.3,0,44.744,0.844,,,,,,,,,,,
55,19Apr2024 1430,52.85,,306.3,504.9,0,43.132,1.044,,,,,,,,,,,
56,19Apr2024 1435,51.87,,299.9,549.1,0,42.836,1.306,,,,,,,,,,,
57,19Apr2024 1440,52.16,,300.8,263.9,0,42.224,0.628,,,,,,,,,,,
58,19Apr2024 1445,51.02,,303.8,521.8,0,44.633,1.094,,,,,,,,,,,
59,19Apr2024 1450,50.33,,304.9,545.1,0,44.968,1.333,,,,,,,,,,,
60,19Apr2024 1455,49.76,,304,430.2,0,44.856,1.317,,,,,,,,,,,
61,19Apr2024 1500,49.94,,302.6,562.2,0,39.632,1.628,31.8,3.6,,,,,,,24.5,6.7,
62,19Apr2024 1505,49.05,,312.2,594.7,0,41.504,1.783,,,,,,,,,,,
63,19Apr2024 1510,49.41,,312.1,564.1,0,40.54,1.722,,,,,,,,,,,
64,19Apr2024 1515,48.62,,312.8,613.1,0,40.097,2.039,,,,,,,,,,,
65,19Apr2024 1520,49.05,,306.4,339.3,0,40.428,1.767,,,,,,,,,,,
66,19Apr2024 1525,49.95,,311.4,453.6,0,35.705,1.989,,,,,,,,,,,
67,19Apr2024 1530,48.22,,307.8,437.5,0,42.372,2.022,,,,,,,,,,,
68,19Apr2024 1535,48.17,,309,436.8,0,44.597,1.933,,,,,,,,,,,
69,19Apr2024 1540,47.41,,311.5,637.2,0,47.596,2.133,,,,,,,,,,,
70,19Apr2024 1545,46.91,,308.2,742.5,0,43.301,2.556,,,,,,,,,,,
71,19Apr2024 1550,46.68,,314.6,600.3,0,43.207,2.756,,,,,,,,,,,
72,19Apr2024 1555,47.02,,307.7,766.8,0,43.672,2.717,,,,,,,,,,,
73,19Apr2024 1600,46.14,,307.6,902,0,43.672,2.978,32.1,3.6,,,,,43,7.5,24.4,6.722,

A
B,,HIHS2,HIHS2,HIHS2,HIHS2,HIHS2,HIHS2,HIHS2,HIHS2-D02in,HIHS2-D02in,HIHS2-D04in,HIHS2-D04in,HIHS2-D08in,HIHS2-D08in,HIHS2-D20in,HIHS2-D20in,HIHS2-D40in,HIHS2-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,72.54,,264.1,0,0,24.948,-2.333,36.4,4.822,40.3,5.339,42.2,6.839,39,6.8,39.8,5.878,
2,19Apr2024 1005,71.98,,263.4,0,0,26.651,-2.267,,,,,,,,,,,
3,19Apr2024 1010,71.79,,261.3,0,0,26.575,-2.228,,,,,,,,,,,
4,19Apr2024 1015,73.52,,257.5,0,0,24.667,-2.433,,,,,,,,,,,
5,19Apr2024 1020,74.89,,256.8,0,0,23.206,-2.639,,,,,,,,,,,
6,19Apr2024 1025,75.64,,258.6,0,0,24.448,-2.694,,,,,,,,,,,
7,19Apr2024 1030,75.88,,256.3,0,0,23.67,-2.689,,,,,,,,,,,
8,19Apr2024 1035,75.94,,255.3,0,0,24.818,-2.7,,,,,,,,,,,
9,19Apr2024 1040,76.65,,254.3,0,0,23.854,-2.772,,,,,,,,,,,
10,19Apr2024 1045,76.87,,253.2,0,0,23.724,-2.822,,,,,,,,,,,
11,19Apr2024 1050,76.7,,254.7,0,0,25.132,-2.772,,,,,,,,,,,
12,19Apr2024 1055,76.63,,254.6,0,0,25.168,-2.733,,,,,,,,,,,
13,19Apr2024 1100,77.87,,250.2,0,0,22.651,-2.933,,,40.3,5.2,42.2,6.717,,,39.9,5.861,
14,19Apr2024 1105,77.74,,253.7,0,0,24.779,-3.05,,,,,,,,,,,
15,19Apr2024 1110,77.38,,258.8,0,0,25.596,-2.911,,,,,,,,,,,
16,19Apr2024 1115,76.74,,259.7,0,0,26.226,-2.8,,,,,,,,,,,
17,19Apr2024 1120,76.81,,259.6,0,0,25.65,-2.811,,,,,,,,,,,
18,19Apr2024 1125,77.12,,261.8,0,0,27.464,-2.856,,,,,,,,,,,
19,19Apr2024 1130,76.33,,263.1,0,0,27.446,-2.739,,,,,,,,,,,
20,19Apr2024 1135,76.31,,261.3,0,0,28.724,-2.722,,,,,,,,,,,
21,19Apr2024 1140,75.7,,261.4,0,0,28.984,-2.7,,,,,,,,,,,
22,19Apr2024 1145,75.79,,261.4,0,0,29.56,-2.7,,,,,,,,,,,
23,19Apr2024 1150,75.09,,260.9,0,0,29.167,-2.694,,,,,,,,,,,
24,19Apr2024 1155,75.1,,262.1,0,0,29.632,-2.7,,,,,,,,,,,
25,19Apr2024 1200,74.74,,266.2,19.09,0,31.039,-2.656,36.4,4.378,40.1,5,42.3,6.622,,,39.9,5.839,
26,19Apr2024 1205,74.11,,269.3,34.59,0,31.853,-2.578,,,,,,,,,,,
27,19Apr2024 1210,74.49,,268.7,48.98,0,31.205,-2.6,,,,,,,,,,,
28,19Apr2024 1215,74.81,,266.1,63.37,0,31.075,-2.6,,,,,,,,,,,
